feature_0,feature_1,feature_2,feature_3,class
-1.133215889738204,-0.6905475263063594,0.051340371154007865,1.4532438845291726,2
-1.0542551779122524,-0.9764401867822496,-0.020883111737222702,0.7162549907532965,2
-0.7877380493899258,-0.8304064243846508,0.24330234196604053,0.9155172731581204,2
-0.7448231790441378,-0.7227465661520027,0.028039084454301887,0.7949639169382,2
-1.0382833143323027,-1.3734931458134416,-0.31634773862837917,1.1817397317303358,2
-1.4281204307562791,-1.4619317898043185,0.1709311415534055,1.0161378977973112,2
-1.4830971972613392,-0.7876209604779772,0.07232300278331485,1.2888800310294188,2
-1.0696325158273106,-0.9082410111289392,-0.30862191482000234,0.8776727117146068,2
-0.7170035434247555,-1.2282729044664078,0.3094992338861431,1.1140954070674274,2
-1.2155270430382688,-0.5207931253619169,0.2662974699966284,1.1695000574790817,2
-0.781895239305104,-1.4948560942559537,0.1590840501124355,1.2028712939272463,2
-1.000230053105332,-0.758227106994946,0.16710666946750463,1.0874474678744979,2
-0.8742488317315364,-0.9297918398732178,0.014633004622682244,1.2969249729362238,2
-0.9342292598334901,-0.9715324831680724,0.17762507821376577,0.855729684520069,2
-1.3351975736955546,-1.3874458050288696,0.1261948917271322,0.7415150110060896,2
-0.8643761377170048,-0.8562064717716759,0.45199640394972707,0.958516471476802,2
-0.9933480855324315,-0.8672275803812419,-0.46392135654770816,0.567268812610127,2
-0.8843916483741288,-0.901652838131289,-0.4532532150910331,0.985900955248586,2
-1.0814017752850877,-1.0684012050426968,0.3057258901744086,0.9576437656195749,2
-0.7812581015140272,-1.1099241787172445,0.05570458627964714,0.930895640982054,2
-0.9287870936161629,-1.18747749701301,-0.00169902442819847,0.9472974410733,2
-0.9014933100603999,-0.8696607614053623,0.19670349794828984,1.0113160093722804,2
-0.6027331466473731,-0.9877120960981823,0.40841918410128925,0.912090708058656,2
-1.0098261511161701,-1.042280247680973,0.32644480732484865,0.9572506883373655,2
-0.9172387160983102,-0.9246519739062846,0.21221731917319597,0.8377966941837974,2
-1.1788854348714013,-1.1634644291900762,0.6016683664798368,1.159410932227569,2
-1.3272765364325316,-0.7383470993168552,0.381368150651353,0.8577824633100866,2
-1.218094116336406,-0.421815833342579,0.0016811962232434197,0.7431365070328279,2
-0.9623644707685992,-1.40867665666262,0.03938189676803333,1.2040006047187366,2
-0.9958111953014999,-0.4801887877892295,0.4659776860571617,0.766672926782469,2
-0.6793471606540928,-0.8478776158121524,0.4631111231793116,0.7644100752463515,2
-1.1133931819203822,-0.8321802666779764,0.3431000536549987,1.0985165115903535,2
-1.1646487289365057,-1.0505815281637352,0.09942523175034518,0.7892320543428829,2
-1.138136903700448,-1.1385581974965941,0.5557316717171374,0.993180943976355,2
-0.8327847161988451,-0.46128127490053367,0.5998395672932465,1.062691179033099,2
-1.022236847086872,-1.3199203253419474,0.5758053219284548,0.831580100670409,2
-1.3291546910733598,-1.16273800452838,0.7147748064365838,0.6353697158184519,2
-0.9423558057460186,-0.8741820895367732,0.1220898508182619,1.0081977366174995,2
-0.9883561254516493,-0.7516785387815373,0.8843678914642794,1.2671536434866808,2
-0.8332963376700124,-0.6780441318229113,0.43396245836390845,0.5683604411065108,2
-1.00876331504311,-0.8229660753552563,1.0853041493025195,1.3780955181153334,2
